STA,YOF,AGE,IAS,IND,SIZ,FUN,COU,CON,INS,INA,NCO,NAD,SEN,EMP,PRE,REP,SSM,TOP,AVC,PAS,SAS,BIG,EXP,PSC,CAV,DAT,CDA,SDA,SUB,CPB,PLA,MOD,CAP,PAR,CRS,CRF,MLB,PAB,SAB,PRB,BDB,CCA,OWN,AGG,OOV,B2V,TOF,AYE,EAG,BEV,EDU,YED,RED,REP,TIE,PRO,ESB,E1O,E5O,E10,TMS,REC,RES,SKI,TSC,DWF,PST,HYP,TTM,LTR,PPP,BAR,AWA,CHF,LRI,GPR,TPA,SOL,INC,TRE,DIS,NDC,EPY,SUR,TIM,AVT,PSE,PSO,PSG,PSM,PSL,PSD,PSB,PSP,PSS,PSD,PSL,PSC,PSF,PSI,PSR
Success,2007.0,7.0,9.0,Healthcare,Yes,,Canada,North America,0.0,2.0,2,2,12,88.0,No,0.0,Low,Yes,Large,Yes,Yes,Yes,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,Global,Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,Low,No,Medium,Bachelors,18.0,Yes,Yes,Tier_1,500.0,High,1.0,1.0,0.0,High,2.0,None,25.0,Low,Low,No,No,Low,No,No,No,No,No,No,,No,Yes,No,3.0,Low,0.0,14.6,Yes,70.0,70.0,0.0,0.0,0.0,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57142857,7.142857143,0.0
Success,2002.0,12.0,123.0,Analytics,No,7500000.0,United States,North America,0.0,2.0,0,0,2,50.0,,0.0,Medium,No,Large,Yes,Yes,Yes,Yes,Service,Yes,Both,Yes,Structured,No,Platform,Local,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Offline,B2B,Low,High,No,Medium,Masters,21.0,Yes,Yes,Tier_2,500.0,High,1.0,0.0,0.0,Medium,1.0,None,24.0,High,Medium,Yes,No,Low,No,Yes,No,No,No,No,2584435.0,Yes,Yes,No,3.0,Low,0.0,4.5,Yes,65.0,15.48888889,13.33333333,6.666666667,0.0,0.0,6.666666667,20.0,26.66666667,0.0,6.666666667,13.33333333,0.0,0.0,0.0,6.666666667,4.0
Success,2011.0,3.0,53.0,Enterprise Software,No,50000.0,India,Asia,3.0,0.0,2,0,3,8.0,No,0.0,Medium,No,Medium,No,No,No,Yes,Product,No,No,No,Structured,No,Platform,Global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Offline,B2B,Low,Low,Yes,Medium,Masters,21.0,Yes,Yes,Tier_2,500.0,Medium,0.0,0.0,0.0,None,0.0,None,14.0,Medium,Medium,No,No,Low,No,No,No,Yes,No,No,516830.0,Yes,Yes,Yes,2.0,Low,0.0,4.0,Not Applicable,8.0,4.966666667,12.87878788,0.0,25.0,4.545454545,2.777777778,25.50505051,12.87878788,7.323232322999999,4.545454545,0.0,0.0,4.545454545,0.0,0.0,3.0
Success,2012.0,2.0,504.0,Social Media,No,,,,2.0,0.0,3,1,3,4.0,No,0.0,Medium,No,Small,No,No,No,No,Service,No,Both,Yes,Unstructured,No,None,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Low,Low,No,Low,Bachelors,18.0,Yes,Yes,None,500.0,Low,0.0,0.0,0.0,High,0.0,None,13.0,Medium,Low,Yes,No,Low,No,No,No,No,No,No,314409.0,No,No,No,2.0,Low,0.0,4.0,Not Applicable,12.0,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2012.0,2.0,661.0,Real Estate,Yes,,,,1.0,0.0,4,0,4,315.0,No,0.0,Medium,No,Small,Yes,No,No,No,Service,No,Both,Yes,Unstructured,No,Platform,Local,Linear,No,None,No,No,No,Yes,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,18.0,Yes,,Tier_1,400.0,Low,0.0,0.0,0.0,High,1.0,None,18.0,High,Low,No,Yes,Low,Yes,Yes,Yes,No,No,No,7665.0,No,Yes,No,3.0,Low,0.0,315.0,Not Applicable,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2012.0,2.0,,Services,No,,,,1.0,0.0,2,0,2,,No,0.0,Low,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,Structured,No,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Medium,Masters,21.0,Yes,Yes,None,500.0,High,0.0,0.0,0.0,High,7.0,None,21.0,Low,Low,Yes,Yes,High,No,No,No,No,No,No,,No,Yes,No,2.0,Low,0.0,,Not Applicable,24.0,24.0,2.9411764710000003,0.0,41.17647059,0.0,0.0,0.0,2.9411764710000003,0.0,0.0,2.9411764710000003,0.0,0.0,0.0,0.0,4.0
Success,2012.0,2.0,220.0,E-Commerce,No,,India,Asia,3.0,0.0,2,0,4,6.0,No,0.0,Medium,No,Medium,Yes,Yes,No,Yes,Product,No,Both,Yes,Structured,No,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Medium,Masters,21.0,Yes,Yes,None,500.0,High,0.0,0.0,1.0,High,0.0,None,19.0,High,Low,No,Yes,Low,Yes,No,Yes,Yes,No,No,19728.0,Yes,Yes,Yes,3.0,Low,0.0,6.0,Not Applicable,17.0,17.0,16.66666667,0.0,0.0,41.66666667,8.333333332999999,0.0,8.333333332999999,8.333333332999999,0.0,16.66666667,0.0,0.0,0.0,0.0,2.0
Success,2012.0,2.0,,Services,No,,,,4.0,3.0,2,0,4,11.0,No,2.0,Medium,No,Medium,No,No,Yes,Yes,Product,No,No,No,No,Yes,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Medium,Masters,21.0,Yes,Yes,Tier_1,500.0,Medium,1.0,0.0,0.0,High,0.0,None,19.0,Medium,Low,Yes,Yes,High,Yes,No,Yes,No,No,No,,No,Yes,No,4.0,High,1.0,11.0,Not Applicable,16.0,3.066666667,10.63348416,0.0,0.0,3.8461538460000004,7.692307692000001,3.8461538460000004,20.36199095,0.0,0.0,25.33936652,2.9411764710000003,3.8461538460000004,14.70588235,6.787330317,0.0
Success,2012.0,2.0,-2.0,Analytics,No,125000.0,Belgium,Europe,0.0,1.0,3,0,3,5.0,No,0.0,Medium,No,Small,Yes,Yes,No,Yes,Product,Yes,Both,Yes,Unstructured,No,Platform,Global,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2C,Low,Low,No,Medium,,,No,No,None,223.0,Low,0.0,0.0,0.0,Medium,0.0,Many,25.0,Medium,Medium,Yes,No,Low,No,No,No,No,No,No,1983752.0,Yes,Yes,No,3.0,Medium,0.0,5.0,Not Applicable,1.0,1.0,2.222222222,2.222222222,17.77777778,2.222222222,0.0,4.444444444,0.0,2.222222222,0.0,2.222222222,0.0,0.0,0.0,0.0,0.0
Success,2010.0,4.0,-34.0,Analytics,No,5000000.0,Switzerland,Europe,0.0,1.0,2,0,4,50.0,No,0.0,Medium,No,Small,Yes,Yes,No,No,Product,No,Both,No,Both,No,Platform,Global,Linear,Yes,Few,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18.0,Yes,Yes,Tier_2,500.0,Medium,0.0,0.0,0.0,Medium,0.0,None,17.0,Medium,High,No,No,Medium,No,No,Yes,Yes,No,No,10080538.0,Yes,Yes,No,4.0,High,0.0,16.6,Not Applicable,47.0,47.0,7.692307692000001,3.8461538460000004,13.84615385,0.0,7.692307692000001,3.8461538460000004,3.8461538460000004,10.0,7.692307692000001,41.53846154,0.0,0.0,0.0,0.0,0.0
Success,2009.0,5.0,-26.0,Analytics,No,50000.0,United Kingdom,Europe,1.0,0.0,1,0,1,50.0,,0.0,Low,No,Medium,Yes,Yes,No,No,Service,Yes,Both,Yes,Structured,,Platform,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,Low,Yes,Medium,Masters,21.0,Yes,Yes,Tier_1,500.0,High,1.0,0.0,0.0,Medium,0.0,None,0.0,Medium,Medium,No,No,Medium,No,No,Yes,No,No,No,,Yes,Yes,,3.0,Medium,3.0,12.5,Not Applicable,1.0,1.0,5.555555556,16.66666667,5.555555556,22.22222222,0.0,11.11111111,22.22222222,0.0,5.555555556,11.11111111,0.0,0.0,0.0,0.0,1.0
Success,2009.0,5.0,265.0,Analytics,No,500000.0,United Kingdom,Europe,2.0,1.0,0,1,7,10.0,,0.0,High,No,Medium,Yes,Yes,No,No,Service,Yes,Both,Yes,Structured,Yes,Cloud,,Non-Linear,No,None,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,No,No,Tier_1,500.0,Low,0.0,0.0,0.0,Medium,196.0,Many,16.0,Low,Medium,No,No,Low,No,No,No,No,Yes,No,302399.0,No,No,No,2.0,Low,15.0,2.5,Not Applicable,4.0,10.24444444,15.38461538,0.0,38.46153846,7.692307692000001,0.0,15.38461538,15.38461538,0.0,0.0,7.692307692000001,0.0,0.0,0.0,0.0,5.0
Success,2012.0,2.0,-2.0,Mobile,No,50000.0,United Kingdom,Europe,3.0,0.0,1,0,2,10.0,,0.0,Nothing,No,Small,Yes,No,No,No,Service,Yes,No,No,No,,Cloud,,Linear,No,None,No,No,No,No,No,No,No,Yes,No,No,Online,B2B,Low,Medium,No,Medium,Bachelors,18.0,No,Yes,None,175.0,Low,0.0,0.0,0.0,None,1.0,None,11.0,Low,Low,No,No,Low,No,No,No,No,No,No,117309.0,Yes,No,No,3.0,Medium,5.0,10.0,Not Applicable,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2008.0,6.0,98.0,Network / Hosting / Infrastructure,No,100000.0,United States,North America,3.0,0.0,3,2,5,20.0,No,1.0,Medium,No,Small,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,No,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,No,No,Yes,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,Yes,Yes,None,500.0,High,0.0,0.0,0.0,Medium,5.0,None,48.0,High,Medium,Yes,No,Low,No,Yes,No,No,No,No,915558.0,No,Yes,No,3.0,Medium,0.0,3.0,Yes,40.0,2.566666667,6.699346405,5.555555556,16.11111111,12.58169935,7.516339868999999,9.444444444,7.843137255,9.444444444,6.699346405,15.32679739,0.0,2.777777778,0.0,0.0,3.0
Success,2011.0,3.0,338.0,Analytics,No,175000.0,United States,North America,22.0,0.0,2,0,2,10.0,Yes,2.0,Low,Yes,Large,Yes,Yes,No,Yes,Service,Yes,Private,No,Both,No,Cloud,Global,Linear,No,Few,No,No,No,Yes,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Yes,Yes,Tier_2,500.0,High,1.0,0.0,0.0,Low,3.0,None,19.0,Medium,Medium,No,No,Low,No,No,Yes,No,No,No,431282.0,Yes,No,Yes,2.0,Low,0.0,3.333333333,Not Applicable,6.0,6.483333332999999,20.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Success,2010.0,4.0,-46.0,Retail,No,,United States,North America,1.0,0.0,1,0,3,10.0,No,0.0,Medium,No,Small,Yes,Yes,No,No,Product,No,Public,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,None,High,Yes,High,Masters,21.0,Yes,Yes,None,,High,0.0,0.0,0.0,Low,21.0,None,25.0,Medium,High,Yes,No,Low,No,Yes,No,No,No,No,1370603.0,Yes,Yes,No,5.0,High,0.0,2.0,Not Applicable,12.0,1.242857143,11.76470588,0.0,29.41176471,29.41176471,0.0,0.0,17.64705882,5.882352941000001,5.882352941000001,0.0,0.0,0.0,0.0,0.0,7.0
Success,2010.0,4.0,16.0,Marketing,No,,United States,North America,1.0,0.0,0,0,3,10.0,No,0.0,Nothing,No,Small,Yes,No,No,Yes,Service,No,Public,Yes,Both,No,Cloud,Local,Non-Linear,No,,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,Yes,Yes,Tier_1,500.0,High,0.0,0.0,0.0,Low,1.0,None,22.0,,Medium,,No,,No,No,Yes,No,No,No,12799600.0,Yes,,No,3.0,Medium,0.0,12.0,Not Applicable,2.0,2.0,16.66666667,5.555555556,0.0,38.88888889,5.555555556,16.66666667,11.11111111,0.0,5.555555556,0.0,0.0,0.0,0.0,0.0,0.0
Success,2010.0,4.0,361.0,Analytics,No,500000.0,United States,North America,3.0,0.0,2,1,5,10.0,No,0.0,Low,No,Medium,No,No,No,No,Both,Yes,Private,Yes,Structured,No,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,No,Yes,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,Yes,Yes,Tier_1,500.0,High,0.0,0.0,0.0,Low,0.0,None,13.0,Medium,Medium,Yes,No,Low,No,Yes,Yes,No,No,No,91162.0,No,Yes,No,3.0,Medium,5.0,2.0,Not Applicable,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2012.0,2.0,98.0,Operations,No,,United States,North America,5.0,0.0,3,4,4,14.0,No,0.0,Low,No,Large,Yes,Yes,No,No,Both,No,Public,No,Both,No,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Yes,Yes,Tier_2,500.0,High,0.0,0.0,0.0,High,28.0,None,57.5,High,Medium,Yes,No,Low,Yes,Yes,Yes,No,No,No,1752170.0,Yes,Yes,No,4.0,High,0.0,7.0,Not Applicable,6.0,6.0,8.088235294,6.25,21.69117647,3.921568627,6.25,6.004901961,4.166666667,4.044117647,6.25,0.0,0.0,0.0,0.0,0.0,6.0
Success,2010.0,4.0,,Market Research,No,,,,4.0,0.0,0,0,3,15.0,No,0.0,Medium,No,Small,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,None,High,Yes,Medium,Masters,21.0,Yes,Yes,Tier_2,,Low,0.0,0.0,0.0,High,0.0,None,23.5,Medium,Medium,Yes,No,Low,Yes,Yes,Yes,No,No,No,544030.0,Yes,No,No,3.0,Medium,0.0,3.0,Not Applicable,12.0,12.0,5.555555556,0.0,5.555555556,5.555555556,5.555555556,16.66666667,11.11111111,5.555555556,5.555555556,0.0,0.0,0.0,27.77777778,11.11111111,0.0
Success,2012.0,2.0,161.0,Retail,No,1100000.0,United States,North America,8.0,0.0,0,0,4,50.0,No,0.0,Low,Yes,Large,No,No,No,Yes,Product,Yes,Public,Yes,Both,No,Platform,Local,Non-Linear,No,Few,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Online,B2B,Medium,Medium,Yes,High,Masters,21.0,Yes,Yes,Tier_1,500.0,High,0.0,0.0,1.0,None,2.0,None,25.0,Medium,Medium,Yes,No,Low,No,No,Yes,No,No,No,6864799.0,Yes,Yes,No,3.0,Medium,0.0,12.0,Not Applicable,10.0,10.0,11.76470588,0.0,5.882352941000001,0.0,5.882352941000001,5.882352941000001,47.05882353,0.0,5.882352941000001,5.882352941000001,0.0,5.882352941000001,0.0,5.882352941000001,4.0
Success,2009.0,5.0,230.0,Mobile,No,650000.0,United States,North America,6.0,0.0,1,2,4,11.0,No,0.0,Low,Yes,Large,No,No,No,No,Both,Yes,Public,Yes,Both,No,Platform,Global,Non-Linear,Yes,Few,No,No,No,Yes,No,No,Yes,No,Yes,No,Both,B2B,Medium,Medium,Yes,Low,Bachelors,18.0,Yes,Yes,Tier_1,500.0,Low,0.0,1.0,0.0,Low,1.0,None,16.5,Medium,Medium,Yes,No,Medium,No,No,Yes,No,No,No,64262.0,Yes,Yes,Yes,3.0,Medium,0.0,2.75,Not Applicable,1.0,12.0,6.25,0.0,81.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Success,2013.0,1.0,,Operations,No,,,,1.0,0.0,0,0,3,10.0,No,0.0,Low,Yes,Large,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,Few,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18.0,No,Yes,None,,High,0.0,0.0,0.0,None,0.0,None,6.5,Medium,Medium,Yes,No,Low,No,Yes,No,No,No,Yes,1058457.0,Yes,No,No,0.0,Low,0.0,19.0,Not Applicable,5.0,6.0,0.0,0.0,28.57142857,0.0,0.0,71.42857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2011.0,3.0,528.0,Analytics,No,750000.0,United States,North America,3.0,0.0,0,4,4,5.0,No,0.0,Low,No,Small,Yes,Yes,No,Yes,Product,Yes,Both,Yes,Both,Yes,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,Yes,Yes,Yes,No,Online,B2B,None,High,Yes,High,Masters,21.0,Yes,Yes,None,500.0,High,0.0,0.0,0.0,None,8.0,None,14.5,Medium,Medium,Yes,No,Low,No,Yes,Yes,No,No,Yes,194733.0,Yes,Yes,No,4.0,High,0.0,4.0,Not Applicable,24.0,6.0,0.0,0.0,9.090909091,36.36363636,0.0,9.090909091,27.27272727,9.090909091,0.0,9.090909091,0.0,0.0,0.0,0.0,5.0
Success,2009.0,5.0,512.0,Network / Hosting / Infrastructure,No,17000000.0,United States,North America,0.0,0.0,3,0,4,50.0,No,0.0,High,No,Medium,No,No,Yes,Yes,Service,Yes,Private,No,Both,No,Platform,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,No,Yes,Tier_1,500.0,High,0.0,0.0,0.0,Low,1.0,None,19.5,Medium,Medium,Yes,No,Low,Yes,No,Yes,No,No,No,263431.0,Yes,No,No,2.0,Low,0.0,4.0,Not Applicable,45.0,11.51666667,0.0,0.0,38.88888889,0.0,0.0,8.333333332999999,2.777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Success,2005.0,9.0,78.0,Enterprise Software,No,10000000.0,United States,North America,0.0,0.0,2,7,5,10.0,No,3.0,Medium,No,Small,Yes,No,No,Yes,Both,Yes,Private,No,Structured,No,Cloud,Global,Non-Linear,Yes,Many,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,Bachelors,18.0,Yes,Yes,Tier_2,500.0,High,0.0,0.0,0.0,Medium,0.0,None,35.0,High,Medium,Yes,No,Low,No,No,Yes,No,No,No,709728.0,No,No,No,3.0,Medium,0.0,4.0,Yes,70.0,10.03333333,2.777777778,11.11111111,77.77777778,0.0,0.0,0.0,8.333333332999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Success,2008.0,6.0,150.0,Real Estate,No,3500000.0,United States,North America,1.0,0.0,2,1,8,18.0,No,0.0,High,No,,Yes,Yes,No,No,Product,No,Public,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,High,Yes,Medium,Bachelors,18.0,Yes,Yes,Tier_2,500.0,High,0.0,0.0,0.0,Low,0.0,None,17.0,High,Low,Yes,No,Low,Yes,No,Yes,No,No,No,29452.0,Yes,No,No,3.0,Medium,5.0,4.0,Yes,12.0,20.0,7.692307692000001,0.0,0.0,3.8461538460000004,0.0,0.0,15.38461538,0.0,7.692307692000001,11.53846154,0.0,0.0,0.0,3.8461538460000004,5.0
Success,2012.0,2.0,129.0,Media,No,1700000.0,United States,North America,0.0,0.0,0,0,7,15.0,No,0.0,Low,No,Medium,Yes,No,No,No,Product,No,Private,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,18.0,Yes,Yes,Tier_2,500.0,Low,0.0,0.0,0.0,Low,1.0,None,22.0,High,Medium,Yes,No,Low,No,No,Yes,Yes,No,No,297388.0,Yes,No,No,3.0,Medium,0.0,7.5,Not Applicable,15.0,15.0,0.0,0.0,0.0,69.23076923,0.0,0.0,15.38461538,0.0,0.0,15.38461538,0.0,0.0,0.0,0.0,5.0
Success,2010.0,4.0,-4.0,E-Commerce,No,7000000.0,United States,North America,1.0,0.0,1,0,4,50.0,No,0.0,Low,No,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,No,Platform,Local,Non-Linear,Yes,Few,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,Yes,Yes,None,,High,0.0,0.0,0.0,Low,0.0,None,23.0,,Medium,Yes,No,Low,No,No,Yes,No,No,No,245871.0,No,Yes,No,3.0,Medium,0.0,3.0,Not Applicable,6.0,9.233333333,11.11111111,0.0,0.0,27.77777778,0.0,11.11111111,22.22222222,0.0,11.11111111,16.66666667,0.0,0.0,0.0,0.0,7.0
Success,2011.0,3.0,29.0,Analytics,No,,United States,North America,0.0,0.0,0,4,2,5.0,No,0.0,Low,No,Large,Yes,Yes,No,Yes,Product,No,Public,Yes,Both,No,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,Yes,Yes,Tier_1,500.0,High,0.0,0.0,0.0,Medium,12.0,None,43.5,Low,Medium,Yes,No,Low,Yes,No,Yes,No,No,No,2134030.0,Yes,Yes,No,3.0,Medium,0.0,3.0,Not Applicable,1.0,12.0,8.333333332999999,2.777777778,25.0,8.333333332999999,0.0,2.777777778,27.77777778,8.333333332999999,5.555555556,5.555555556,0.0,0.0,2.777777778,2.777777778,7.0
Success,2010.0,4.0,-68.0,Analytics,No,11000000.0,United States,North America,0.0,0.0,3,7,7,50.0,No,1.0,High,No,Medium,Yes,Yes,No,No,Product,No,Public,Yes,Both,No,Platform,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,Yes,No,Yes,No,Online,B2B,Low,High,Yes,High,PhD,25.0,Yes,Yes,Tier_1,500.0,High,0.0,0.0,0.0,High,12.0,None,23.0,High,Medium,Yes,No,Low,Yes,Yes,Yes,No,No,No,1842172.0,Yes,Yes,No,4.0,Medium,0.0,10.0,Not Applicable,12.0,6.233333332999999,11.11111111,0.0,50.0,0.0,0.0,16.66666667,5.555555556,5.555555556,5.555555556,5.555555556,0.0,0.0,0.0,0.0,9.0
Success,2011.0,3.0,266.0,Network / Hosting / Infrastructure,No,35000000.0,United States,North America,0.0,0.0,2,0,4,11.0,No,1.0,Low,Yes,Large,No,No,No,No,Product,Yes,Private,No,Structured,No,Cloud,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,PhD,25.0,Yes,Yes,Tier_1,500.0,High,1.0,0.0,0.0,High,3.0,Few,53.0,High,Medium,Yes,No,Low,Yes,No,Yes,No,No,No,226890.0,No,Yes,Yes,3.0,Medium,0.0,13.0,Not Applicable,12.0,10.27777778,5.882352941000001,0.0,39.433551200000004,1.960784314,1.960784314,3.8126361660000003,3.8126361660000003,1.960784314,3.921568627,1.960784314,0.0,0.0,0.0,1.960784314,5.0
Success,2011.0,3.0,70.0,Marketing,No,50000.0,United States,North America,0.0,0.0,5,0,6,10.0,No,0.0,Low,No,Large,Yes,Yes,Yes,Yes,Product,Yes,Both,Yes,Both,No,Platform,Global,Non-Linear,No,Few,No,No,Yes,No,No,No,Yes,No,Yes,No,Both,B2B,Low,High,Yes,High,Masters,21.0,Yes,Yes,None,25.0,High,0.0,0.0,0.0,High,0.0,None,36.0,High,Medium,Yes,No,Low,No,Yes,Yes,No,No,Yes,4910627.0,Yes,Yes,No,3.0,Medium,0.0,4.0,Not Applicable,12.0,5.3555555560000005,0.0,0.0,41.66666667,0.0,0.0,2.777777778,2.777777778,0.0,0.0,0.0,0.0,0.0,2.777777778,0.0,0.0
Success,2006.0,8.0,113.0,Marketing,Yes,9400000.0,United States,North America,0.0,0.0,1,7,9,130.0,No,2.0,Medium,No,Large,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Cloud,Local,Non-Linear,Yes,Few,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Medium,Medium,Yes,Low,,,,,None,,High,0.0,0.0,0.0,None,0.0,None,0.0,High,Medium,Yes,No,Low,No,Yes,Yes,No,No,Yes,408646.0,Yes,Yes,No,4.0,Medium,8.0,15.0,Yes,12.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2011.0,3.0,147.0,Marketing,No,1700000.0,United States,North America,0.0,0.0,2,0,3,15.0,No,0.0,Nothing,No,Medium,Yes,Yes,No,No,Both,Yes,Public,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Yes,Yes,Tier_1,500.0,Medium,0.0,0.0,0.0,None,0.0,None,14.0,Medium,Medium,Yes,No,Low,No,No,Yes,No,No,No,1046310.0,Yes,Yes,No,3.0,Medium,0.0,4.0,Not Applicable,12.0,4.3,16.66666667,0.0,8.333333332999999,8.333333332999999,0.0,0.0,41.66666667,0.0,8.333333332999999,0.0,0.0,8.333333332999999,0.0,8.333333332999999,4.0
Success,,,62.0,Marketing,No,,United States,North America,0.0,0.0,1,0,5,50.0,No,0.0,High,No,Small,No,No,No,No,Product,No,Both,No,Both,Yes,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,No,No,Yes,No,Online,B2B,None,High,,,,,,,None,,Medium,0.0,0.0,0.0,None,0.0,None,0.0,High,High,Yes,No,Low,No,No,No,No,No,No,2352334.0,Yes,Yes,No,4.0,High,0.0,12.0,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,1999.0,15.0,150.0,Healthcare,Yes,6100000.0,United States,North America,0.0,0.0,0,0,10,175.0,No,0.0,High,No,Large,No,No,No,No,Both,Yes,Both,Yes,Both,No,Platform,Local,Non-Linear,No,Many,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Yes,Yes,Tier_1,439.0,Low,0.0,0.0,0.0,None,0.0,Few,13.5,High,Medium,Yes,No,Medium,No,No,Yes,No,No,No,1085205.0,Yes,Yes,No,3.0,Medium,0.0,18.0,Yes,120.0,5.344444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Success,2008.0,6.0,429.0,Analytics,No,16000000.0,United States,North America,0.0,6.0,0,0,6,75.0,No,3.0,High,No,,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,Yes,Medium,Masters,21.0,Yes,Yes,None,500.0,High,0.0,0.0,0.0,None,0.0,None,26.0,High,Medium,Yes,No,Low,,Yes,Yes,Yes,No,No,28190.0,Yes,Yes,No,4.0,Medium,2.0,14.0,Yes,12.0,7.306666667000001,10.0,0.0,15.0,15.0,0.0,10.0,30.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0
